"Season","Name","Team","G","AB","PA","H","R","RBI","HR","BB","SO","IBB","AVG","OBP","SLG","OPS","wRC+","WAR","OBP+","TTO%","playerid"
"1996","Carlos Baerga","- - -","126","507","544","129","59","66","12","21","27","0",".254",".293",".381",".674","69","-2.0","84","11.0 %","175"
"2005","Willy Taveras","Astros","152","592","635","172","82","29","3","25","103","1",".291",".325",".341",".666","76","2.2","96","20.6 %","1876"
"2011","Juan Pierre","White Sox","158","639","711","178","80","50","2","43","41","0",".279",".329",".327",".657","80","-0.6","102","12.1 %","443"
"2010","Kevin Kouzmanoff","Athletics","143","551","586","136","59","71","16","24","96","2",".247",".283",".396",".679","84","2.6","86","23.2 %","5995"
"2009","David Eckstein","Padres","136","503","568","131","64","51","2","39","46","1",".260",".323",".334",".657","84","0.7","95","15.3 %","10"
"2018","Ryon Healy","Mariners","133","493","524","116","51","73","24","27","113","0",".235",".277",".412",".688","90","-0.8","87","31.3 %","15447"
"2013","Brandon Crawford","Giants","149","499","550","124","52","43","9","42","96","6",".248",".311",".363",".674","93","2.2","96","26.7 %","5343"
"2013","Elvis Andrus","Rangers","156","620","698","168","91","67","4","52","97","1",".271",".328",".331",".659","78","2.8","102","21.9 %","8709"
"1998","Charles Johnson","- - -","133","459","506","100","44","58","19","45","129","1",".218",".289",".381",".670","80","1.7","85","38.1 %","523"
"2005","Aaron Boone","Indians","143","511","565","124","61","60","16","35","92","3",".243",".299",".378",".677","80","0.2","91","25.3 %","311"
"2003","David Eckstein","Angels","120","452","517","114","59","31","3","36","45","0",".252",".325",".325",".651","78","1.2","97","16.3 %","10"
"1996","Charlie Hayes","- - -","148","526","569","133","58","75","12","37","90","4",".253",".300",".375",".675","72","0.7","88","24.4 %","1005525"
"2015","Avisail Garcia","White Sox","148","553","601","142","66","59","13","36","141","3",".257",".309",".365",".675","86","-0.3","97","31.6 %","5760"
"2012","Jesus Montero","Mariners","135","515","553","134","46","62","15","29","99","4",".260",".298",".386",".685","90","-1.3","93","25.9 %","5514"
"1997","Joe Carter","Blue Jays","157","612","668","143","76","102","21","40","105","5",".234",".284",".399",".683","72","-1.4","83","24.9 %","1002018"
"2005","Orlando Cabrera","Angels","141","540","587","139","70","57","8","38","50","4",".257",".309",".365",".674","80","3.5","93","16.4 %","766"
"2011","Aubrey Huff","Giants","150","521","579","128","45","59","12","47","90","6",".246",".306",".370",".676","89","-1.0","94","25.7 %","1213"
"1998","Mark Lewis","Phillies","142","518","580","129","52","54","9","48","111","2",".249",".312",".349",".661","73","-1.1","92","29.0 %","1007585"
"2013","Jimmy Rollins","Phillies","160","600","666","151","65","39","6","59","93","6",".252",".318",".348",".667","84","1.7","99","23.7 %","971"
"2005","Neifi Perez","Cubs","154","572","609","157","59","54","9","18","47","3",".274",".298",".383",".681","72","0.7","88","12.2 %","620"
"2017","Mark Trumbo","Orioles","146","559","603","131","79","65","23","42","149","0",".234",".289",".397",".686","81","-1.2","89","35.5 %","6876"
"2010","Jeff Francoeur","- - -","139","454","503","113","52","65","13","30","81","8",".249",".300",".383",".683","80","0.3","91","24.7 %","4792"
"2018","Evan Longoria","Giants","125","480","512","117","51","54","16","22","101","3",".244",".281",".413",".694","85","0.4","86","27.2 %","9368"
"2016","Kevin Pillar","Blue Jays","146","548","584","146","59","53","7","24","90","0",".266",".303",".376",".679","82","2.4","94","20.7 %","12434"
"2012","Gordon Beckham","White Sox","151","525","582","123","62","60","16","40","89","0",".234",".296",".371",".668","80","1.0","92","24.9 %","9015"
"2017","Jose Bautista","Blue Jays","157","587","686","119","92","65","23","84","170","3",".203",".308",".366",".674","81","-0.4","95","40.4 %","1887"
"1999","Derek Bell","Astros","128","509","568","120","61","66","12","50","129","1",".236",".306",".350",".656","72","-0.9","87","33.6 %","1000801"
"1999","Mickey Morandini","Cubs","144","456","521","110","60","37","4","48","61","2",".241",".319",".329",".648","67","-1.3","91","21.7 %","1009151"
"2007","Juan Uribe","White Sox","150","513","563","120","55","68","20","34","112","2",".234",".284",".394",".678","71","0.6","84","29.5 %","454"
"2018","Tim Anderson","White Sox","153","567","606","136","77","64","20","30","149","2",".240",".281",".406",".687","85","2.0","88","32.8 %","15172"
"2001","Omar Vizquel","Indians","155","611","693","156","84","50","2","61","72","0",".255",".323",".334",".657","76","0.1","97","19.5 %","411"
"2015","Ian Desmond","Nationals","156","583","641","136","69","62","19","45","187","0",".233",".290",".384",".674","83","1.4","89","39.2 %","6885"
"2011","Darwin Barney","Cubs","143","529","571","146","66","43","2","22","67","2",".276",".313",".353",".666","79","1.5","96","15.9 %","2430"
"2005","David Bell","Phillies","150","557","617","138","53","61","10","47","69","6",".248",".310",".361",".671","72","0.3","91","20.4 %","1108"
"2018","Freddy Galvis","Padres","162","602","656","149","62","67","13","45","147","2",".248",".299",".380",".680","85","1.2","92","31.3 %","6609"
"2008","Freddy Sanchez","Pirates","145","569","608","154","75","52","9","21","63","1",".271",".298",".371",".669","74","0.5","88","15.3 %","1624"
"2007","Felipe Lopez","Nationals","154","603","671","148","70","50","9","53","109","1",".245",".308",".352",".659","75","-0.2","90","25.5 %","1311"
"2016","Danny Espinosa","Nationals","157","516","601","108","66","72","24","54","174","12",".209",".306",".378",".684","78","1.3","93","41.9 %","9219"
"2014","Xander Bogaerts","Red Sox","144","538","594","129","60","46","12","39","138","1",".240",".297",".362",".660","81","0.1","94","31.8 %","12161"
"2003","Terrence Long","Athletics","140","486","522","119","64","61","14","31","67","4",".245",".293",".385",".678","76","-0.3","88","21.5 %","927"
"2001","Alex Gonzalez","Marlins","145","515","561","129","57","48","9","30","107","6",".250",".303",".377",".680","77","0.4","89","26.0 %","520"
"1997","Tom Goodwin","- - -","150","574","635","149","90","39","2","44","88","1",".260",".314",".336",".650","69","-0.2","92","21.1 %","1114"
"2008","Jason Kendall","Brewers","151","516","587","127","46","49","2","50","45","7",".246",".327",".324",".651","74","2.1","96","16.5 %","993"
"1996","Mark Lemke","Braves","135","498","562","127","64","37","5","53","48","1",".255",".323",".319",".642","73","1.5","95","18.9 %","1007516"
"2010","Franklin Gutierrez","Mariners","152","568","629","139","61","64","12","50","137","5",".245",".303",".363",".666","85","2.2","92","31.6 %","3255"
"2002","Corey Patterson","Cubs","153","592","628","150","71","54","14","19","142","1",".253",".284",".392",".676","76","0.2","83","27.9 %","300"
"2002","Cristian Guzman","Twins","148","623","656","170","80","59","9","17","79","2",".273",".292",".385",".677","74","1.1","88","16.0 %","728"
"2003","Carl Crawford","Devil Rays","151","630","661","177","80","54","5","26","102","4",".281",".309",".362",".671","76","1.9","93","20.1 %","1201"
"2018","Dansby Swanson","Braves","136","478","533","114","51","59","14","44","122","15",".238",".304",".395",".699","80","1.8","93","33.8 %","18314"
"1998","Pat Meares","Twins","149","543","581","141","56","70","9","24","86","1",".260",".296",".368",".664","68","-0.1","87","20.5 %","1008712"
"2010","Melky Cabrera","Braves","147","458","509","117","50","42","4","42","64","11",".255",".317",".354",".671","77","-1.5","96","21.6 %","4022"
"2010","Aaron Hill","Blue Jays","138","528","580","108","70","68","26","41","85","2",".205",".271",".394",".665","77","1.3","83","26.2 %","6104"
"1995","Rey Sanchez","Cubs","114","428","453","119","57","27","3","14","48","2",".278",".301",".360",".661","71","0.3","89","14.4 %","213"
"2014","Austin Jackson","- - -","154","597","656","153","71","47","4","47","144","0",".256",".308",".347",".655","86","1.1","97","29.7 %","9848"
"2015","Elvis Andrus","Rangers","160","596","661","154","69","62","7","46","78","1",".258",".309",".357",".667","78","1.8","97","19.8 %","8709"
"2010","Orlando Cabrera","Reds","123","494","537","130","64","42","4","28","53","0",".263",".303",".354",".657","75","0.6","91","15.8 %","766"
"2017","Maikel Franco","Phillies","154","575","623","132","66","76","24","41","95","3",".230",".281",".409",".690","76","-0.4","84","25.7 %","12179"
"2014","DJ LeMahieu","Rockies","149","494","538","132","59","42","5","33","97","7",".267",".315",".348",".663","66","0.3","98","25.1 %","9874"
"2009","Kaz Matsui","Astros","132","476","533","119","56","46","9","34","85","2",".250",".302",".357",".659","74","0.7","89","24.0 %","1854"
"2006","Jose Castillo","Pirates","148","518","562","131","54","65","14","32","98","8",".253",".299",".382",".682","72","-0.8","87","25.6 %","1866"
"1995","Brent Gates","Athletics","136","524","585","133","60","56","5","46","84","2",".254",".308",".344",".652","72","1.0","90","23.1 %","1004570"
"2012","Eric Hosmer","Royals","152","535","598","124","65","60","14","56","95","4",".232",".304",".359",".663","80","-1.3","95","27.6 %","3516"
"2008","Carlos Gomez","Twins","153","577","614","149","79","59","7","25","142","0",".258",".296",".360",".657","74","2.7","88","28.3 %","4881"
"1996","Brian Hunter","Astros","132","526","553","145","74","35","5","17","92","0",".276",".297",".363",".660","77","1.0","88","20.6 %","562"
"1998","Carlos Baerga","Mets","147","511","551","136","46","53","7","24","55","6",".266",".303",".364",".667","75","0.0","89","15.6 %","175"
"2014","Jason Castro","Astros","126","465","512","103","43","56","14","34","151","1",".222",".286",".366",".651","86","2.5","90","38.9 %","8722"
"2014","Elvis Andrus","Rangers","157","619","685","163","72","41","2","46","96","0",".263",".314",".333",".647","80","1.8","99","21.0 %","8709"
"2007","Craig Biggio","Astros","141","517","555","130","68","50","10","23","112","0",".251",".285",".381",".666","70","-0.8","83","26.1 %","549"
"1995","Chris Gomez","Tigers","123","431","482","96","49","50","11","41","96","0",".223",".292",".355",".647","68","-1.1","85","30.7 %","1208"
"2018","Amed Rosario","Mets","154","554","592","142","76","51","9","29","119","4",".256",".295",".381",".676","85","1.5","90","26.5 %","15518"
"2012","Cameron Maybin","Padres","147","507","561","123","67","45","8","44","110","1",".243",".306",".349",".656","87","1.8","94","28.9 %","5223"
"2002","Barry Larkin","Reds","145","507","567","124","72","47","7","44","57","9",".245",".305",".367",".672","70","-0.1","90","19.1 %","335"
"2012","J.J. Hardy","Orioles","158","663","713","158","85","68","22","38","106","4",".238",".282",".389",".671","78","2.4","88","23.3 %","3797"
"2004","Alex Cintron","Diamondbacks","154","564","613","148","56","49","4","31","59","2",".262",".301",".363",".665","65","-1.0","88","15.3 %","50"
"2014","Adeiny Hechavarria","Marlins","146","536","574","148","53","34","1","26","86","5",".276",".308",".356",".664","84","0.5","96","19.7 %","10459"
"2002","Mark Grudzielanek","Dodgers","150","536","566","145","56","50","9","22","89","4",".271",".301",".364",".665","79","1.2","89","21.2 %","653"
"2011","Aaron Hill","- - -","137","520","571","128","61","61","8","35","72","1",".246",".299",".356",".655","77","0.7","92","20.1 %","6104"
"2009","Jason Kendall","Brewers","134","452","526","109","48","43","2","46","58","6",".241",".331",".305",".636","72","0.9","98","20.2 %","993"
"2015","Andrelton Simmons","Braves","147","535","583","142","60","44","4","39","48","6",".265",".321",".338",".660","81","3.1","99","15.6 %","10847"
"2001","Geoff Blum","Expos","148","453","514","107","57","50","9","43","94","8",".236",".313",".351",".664","66","-1.3","92","28.4 %","550"
"2005","Mike Lowell","Marlins","150","500","558","118","56","58","8","46","58","1",".236",".298",".360",".658","74","0.1","88","20.1 %","527"
"2014","Aaron Hill","Diamondbacks","133","501","541","122","52","60","10","28","92","0",".244",".287",".367",".654","77","-0.5","90","24.0 %","6104"
"2001","Jerry Hairston","Orioles","159","532","602","124","63","47","8","44","73","0",".233",".305",".344",".649","76","0.2","91","20.8 %","144"
"2011","Ian Desmond","Nationals","154","584","639","148","65","49","8","35","139","2",".253",".298",".358",".656","79","1.0","91","28.5 %","6885"
"2014","Jason Kipnis","Indians","129","500","555","120","61","41","6","50","100","2",".240",".310",".330",".640","82","0.7","98","28.1 %","9776"
"2008","Jack Hannahan","Athletics","143","436","501","95","48","47","9","55","131","4",".218",".305",".342",".647","75","1.3","91","38.9 %","3692"
"2014","Chris Johnson","Braves","153","582","611","153","43","58","10","23","159","2",".263",".292",".361",".653","82","0.4","91","31.4 %","1191"
"1997","Greg Gagne","Dodgers","144","514","553","129","49","57","9","31","120","4",".251",".298",".354",".652","75","0.2","87","28.9 %","1004427"
"2001","Benito Santiago","Giants","133","477","515","125","39","45","6","23","78","0",".262",".295",".369",".664","74","0.7","87","20.8 %","1130"
"2013","Zack Cozart","Reds","151","567","618","144","74","63","12","26","102","2",".254",".284",".381",".665","78","1.5","88","22.7 %","2616"
"2017","Tim Anderson","White Sox","146","587","606","151","72","56","17","13","162","0",".257",".276",".402",".679","78","0.1","85","31.7 %","15172"
"2013","Eric Young Jr.","- - -","148","539","598","134","70","32","2","46","100","1",".249",".310",".336",".645","78","0.9","96","24.8 %","7158"
"2015","Starlin Castro","Cubs","151","547","578","145","52","69","11","21","91","6",".265",".296",".375",".671","79","0.6","91","21.3 %","4579"
"2000","Rey Sanchez","Royals","143","509","555","139","68","38","1","28","55","0",".273",".314",".322",".637","57","1.7","90","15.1 %","213"
"2000","Mike Lansing","- - -","139","504","548","121","72","60","11","38","75","2",".240",".292",".365",".657","47","-1.7","83","22.6 %","1007334"
"2003","Jack Wilson","Pirates","150","558","615","143","58","62","9","36","74","3",".256",".303",".353",".656","70","1.1","89","19.4 %","1017"
"2004","Alex Gonzalez","Marlins","159","561","599","130","67","79","23","27","126","9",".232",".270",".419",".689","73","1.0","79","29.4 %","520"
"2008","Bobby Crosby","Athletics","145","556","605","132","66","61","7","47","96","0",".237",".296",".349",".645","74","1.3","88","24.8 %","1818"
"2002","Deivi Cruz","Padres","151","514","547","135","49","47","7","22","58","2",".263",".294",".366",".660","78","-0.5","87","15.9 %","1025"
"2012","Justin Smoak","Mariners","132","483","535","105","49","51","19","49","111","2",".217",".290",".364",".654","85","-0.8","90","33.5 %","9054"
"2018","Manuel Margot","Padres","141","477","519","117","50","51","8","32","88","4",".245",".292",".384",".675","81","0.6","89","24.7 %","14712"
